"Name","Genre","Publisher","total_sales","exclusive","NA_Sales_prop","EU_Sales_prop","JP_Sales_prop","Other_Sales_prop"
"Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai","Misc","Nintendo",0.05,"yes",0,0,1,0
"Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku","Misc","Nintendo",0.05,"yes",0,0,1,0
"Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku","Misc","Nintendo",0.06,"yes",0,0,1,0
"Tabi no Yubisashi Kaiwachou DS: DS Series 4 America","Misc","Nintendo",0.09,"yes",0,0,1,0
"Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch","Misc","Nintendo",0.04,"yes",0,0,1,0
"Tactics Layer: Ritina Guard Senki","Strategy","D3Publisher",0.01,"yes",0,0,1,0
"Tactics Ogre: Let Us Cling Together","Role-Playing","Quest",0.71,"yes",0,0,1,0
"Tactics Ogre: Let Us Cling Together","Role-Playing","Square Enix",0.53,"yes",0.283018867924528,0.132075471698113,0.509433962264151,0.0943396226415094
"Tactics Ogre: The Knight of Lodis","Role-Playing","Nintendo",0.5,"yes",0.26,0.1,0.62,0.02
"Tag Team Match M.U.S.C.L.E.","Fighting","Namco Bandai Games",1.05,"yes",0,0,1,0
"Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou","Adventure","Level 5",0.03,"yes",0,0,1,0
"Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure","Adventure","Level 5",0.03,"yes",0,0,1,0
"Taiho Shichauzo!","Adventure","Pioneer LDC",0.05,"yes",0,0,1,0
"Taiko Drum Master","Misc","Namco Bandai Games",0.2,"yes",0.5,0.4,0,0.15
"Taiko Drum Master: Don and Katsu's Space-Time Great Adventure","Action","Namco Bandai Games",0.31,"yes",0,0,1,0
"Taiko Drum Master: Tokumori!","Misc","Namco Bandai Games",0.11,"yes",0,0,1,0
"Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!","Misc","Namco Bandai Games",0.42,"yes",0,0,1,0
"Taiko no Tatsujin DS: Touch de Dokodon!","Misc","Namco Bandai Games",0.66,"yes",0,0,1,0
"Taiko no Tatsujin Portable 2","Misc","Namco Bandai Games",0.05,"yes",0,0,1,0
"Taiko no Tatsujin Portable DX","Misc","Namco Bandai Games",0.38,"yes",0,0,1,0
"Taiko no Tatsujin Wii","Misc","Namco Bandai Games",0.67,"yes",0,0,1,0
"Taiko no Tatsujin Wii: Dodon to 2 Yome!","Misc","Namco Bandai Games",0.4,"yes",0,0,1,0
"Taiko no Tatsujin Wii: Ketteiban","Misc","Namco Bandai Games",0.39,"yes",0,0,1,0
"Taiko no Tatsujin Wii: Minna de Party * 3-Yome!","Misc","Namco Bandai Games",0.3,"yes",0,0,1,0
"Taiko no Tatsujin: Appare Sandaime","Misc","Namco Bandai Games",0.49,"yes",0,0,1,0
"Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!","Misc","Namco Bandai Games",0.06,"yes",0,0,1,0
"Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb","Misc","Namco Bandai Games",0.63,"yes",0,0,1,0
"Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri","Misc","Namco Bandai Games",0.44,"yes",0,0,1,0
"Taiko no Tatsujin: Don Don! Mystery Adventure","Action","Namco Bandai Games",0.09,"yes",0,0,1,0
"Taiko no Tatsujin: Go! Go! Godaime","Misc","Namco Bandai Games",0.2,"yes",0,0,1,0
"Taiko no Tatsujin: Tatakon de Dodon ga Don","Misc","Namco Bandai Games",0.76,"yes",0,0,1,0
"Taiko no Tatsujin: V Version","Action","Namco Bandai Games",0.1,"yes",0,0,1,0
"Taiko no Tatsujin: Waku Waku Anime Matsuri","Misc","Namco Bandai Games",0.2,"yes",0,0,1,0
"Taiko no Tatsujin: Wii U Version!","Misc","Namco Bandai Games",0.19,"yes",0,0,1,0
"Taikou Risshiden V","Strategy","Tecmo Koei",0.04,"yes",0,0,1,0
"Tail Concerto","Adventure","Namco Bandai Games",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"Tail of the Sun","Role-Playing","ArtDink",0.02,"yes",0.5,0.5,0,0
"Taishou Moebius Line Vitable","Adventure","dramatic create",0.02,"yes",0,0,1,0
"Taito Legends","Misc","Empire Interactive",0.16,"no",0.625,0.3125,0,0.0625
"Taito Legends 2","Misc","Empire Interactive",0.02,"yes",0.5,0.5,0,0
"Taito Legends Power Up","Action","Destineer",0.05,"yes",1,0,0,0
"Tak 2: The Staff of Dreams","Platform","THQ",1.54,"no",0.642857142857143,0.298701298701299,0,0.0649350649350649
"Tak and the Guardians of Gross","Action","THQ",0.44,"no",0.659090909090909,0.25,0,0.113636363636364
"Tak and the Power of Juju","Platform","THQ",2.1,"no",0.6,0.319047619047619,0,0.0809523809523809
"Tak: Mojo Mistake","Action","THQ",0.17,"yes",0.941176470588235,0,0,0.0588235294117647
"Tak: The Great Juju Challenge","Platform","THQ",0.48,"no",0.791666666666667,0.208333333333333,0,0.0208333333333333
"Take A Break's: Puzzle Master","Puzzle","Ubisoft",0.16,"yes",0,0.9375,0,0.0625
"Take On Helicopters","Simulation","Unknown",0.03,"yes",0,0.666666666666667,0,0.333333333333333
"Tale of a Hero","Adventure","Daedalic",0.02,"yes",0,1,0,0.5
"Tales of Berseria","Role-Playing","Namco Bandai Games",0.33,"no",0,0,1,0
"Tales of Destiny","Role-Playing","Namco Bandai Games",1.56,"no",0.0576923076923077,0.0384615384615385,0.865384615384615,0.0448717948717949
"Tales of Destiny 2","Role-Playing","Namco Bandai Games",0.92,"no",0,0,1,0
"Tales of Destiny II","Role-Playing","Namco Bandai Games",0.81,"yes",0.0740740740740741,0.0493827160493827,0.814814814814815,0.0617283950617284
"Tales of Eternia","Role-Playing","Ubisoft",0.27,"yes",0,0.037037037037037,0.925925925925926,0.037037037037037
"Tales of Fandom Vol.2","Role-Playing","Namco Bandai Games",0.08,"yes",0,0,1,0
"Tales of Graces","Role-Playing","Namco Bandai Games",0.22,"yes",0,0,1,0
"Tales of Graces f","Role-Playing","Namco Bandai Games",1.02,"yes",0.274509803921569,0.205882352941176,0.441176470588235,0.0784313725490196
"Tales of Hearts","Role-Playing","Namco Bandai Games",0.69,"no",0.217391304347826,0.188405797101449,0.478260869565217,0.115942028985507
"Tales of Innocence","Role-Playing","Namco Bandai Games",0.26,"yes",0,0,1,0
"Tales of Innocence R","Role-Playing","Namco Bandai Games",0.1,"yes",0,0,1,0
"Tales of Legendia","Role-Playing","Namco Bandai Games",0.49,"yes",0.142857142857143,0.102040816326531,0.714285714285714,0.0408163265306122
"Tales of Phantasia","Role-Playing","Namco Bandai Games",0.98,"no",0,0,0.959183673469388,0.0408163265306122
"Tales of Phantasia","Role-Playing","Nintendo",0.29,"yes",0.275862068965517,0.103448275862069,0.586206896551724,0.0344827586206897
"Tales of Phantasia (PS1 & PSP Versions)","Role-Playing","Namco Bandai Games",0.11,"yes",0,0,1,0
"Tales of Phantasia: Narikiri Dungeon X","Role-Playing","Namco Bandai Games",0.21,"yes",0,0,1,0
"Tales of Rebirth","Role-Playing","Namco Bandai Games",0.66,"no",0,0,1,0
"Tales of Symphonia","Role-Playing","Namco Bandai Games",0.54,"yes",0.388888888888889,0.240740740740741,0.240740740740741,0.111111111111111
"Tales of Symphonia","Role-Playing","Nintendo",1.1,"yes",0.490909090909091,0.190909090909091,0.281818181818182,0.0363636363636364
"Tales of Symphonia: Dawn of the New World","Role-Playing","Namco Bandai Games",0.54,"yes",0.407407407407407,0.0925925925925926,0.444444444444444,0.0555555555555556
"Tales of VS.","Fighting","Namco Bandai Games",0.23,"yes",0,0,1,0
"Tales of Vesperia","Role-Playing","Atari",0.75,"yes",0.426666666666667,0.24,0.253333333333333,0.0666666666666667
"Tales of Vesperia","Role-Playing","Namco Bandai Games",0.45,"yes",0,0,1,0
"Tales of Xillia","Role-Playing","Namco Bandai Games",1.24,"yes",0.233870967741935,0.153225806451613,0.540322580645161,0.0725806451612903
"Tales of Xillia 2","Role-Playing","Namco Bandai Games",0.87,"yes",0.229885057471264,0.172413793103448,0.517241379310345,0.0804597701149425
"Tales of Zestiria","Role-Playing","Namco Bandai Games",0.97,"no",0.216494845360825,0.247422680412371,0.45360824742268,0.0927835051546392
"Tales of the Abyss","Role-Playing","Namco Bandai Games",1.39,"no",0.302158273381295,0.136690647482014,0.510791366906475,0.0431654676258993
"Tales of the Heroes: Twin Brave","Role-Playing","Namco Bandai Games",0.13,"yes",0,0,1,0
"Tales of the Tempest","Role-Playing","Namco Bandai Games",0.18,"yes",0,0,1,0
"Tales of the World: Narikiri Dungeon 2","Role-Playing","Namco Bandai Games",0.19,"yes",0,0,1,0
"Tales of the World: Radiant Mythology","Role-Playing","Ubisoft",0.43,"yes",0.395348837209302,0.0232558139534884,0.534883720930233,0.0465116279069767
"Tales of the World: Radiant Mythology 2","Role-Playing","Namco Bandai Games",0.33,"yes",0,0,1,0
"Tales of the World: Radiant Mythology 3","Role-Playing","Namco Bandai Games",0.28,"yes",0,0,1,0
"Tales of the World: Reve Unitia","Role-Playing","Namco Bandai Games",0.11,"yes",0,0,1,0
"TalkMan","Misc","Sony Computer Entertainment",0.02,"yes",0,0,1,0
"TalkMan (Japan)","Misc","Sony Computer Entertainment",0.18,"yes",0,0,1,0
"Tamagotchi","Simulation","Namco Bandai Games",1.45,"yes",0,0,0.993103448275862,0.00689655172413793
"Tamagotchi Collection","Misc","Namco Bandai Games",0.15,"yes",0,0,1,0
"Tamagotchi Connection: Corner Shop","Simulation","Atari",1.26,"yes",0.0793650793650794,0.0158730158730159,0.888888888888889,0.00793650793650794
"Tamagotchi Connection: Corner Shop 2","Simulation","Namco Bandai Games",0.98,"yes",0.0918367346938776,0.0204081632653061,0.877551020408163,0.0102040816326531
"Tamagotchi Connection: Corner Shop 3","Simulation","Atari",0.38,"yes",0.184210526315789,0,0.815789473684211,0.0263157894736842
"Tamagotchi Party On!","Misc","Namco Bandai Games",0.19,"yes",0.631578947368421,0,0.315789473684211,0.0526315789473684
"Tamagotchi no Appare! Niji Venture","Role-Playing","Namco Bandai Games",0.14,"yes",0,0,1,0
"Tamagotchi no Doki Doki Dream Omisecchi","Simulation","Namco Bandai Games",0.03,"yes",0,0,1,0
"Tamagotchi no KiraKira Omisecchi","Misc","Namco Bandai Games",0.22,"yes",0,0,1,0
"Tamagotchi no Narikiri Challenge","Action","Namco Bandai Games",0.17,"yes",0,0,1,0
"Tamagotchi no Narikiri Channel","Role-Playing","Namco Bandai Games",0.15,"yes",0,0,1,0
"Tamagotchi no Pichi Pichi Omisecchi","Action","Namco Bandai Games",0.13,"yes",0,0,1,0
"Tanjou S Debut","Simulation","NEC Interchannel",0.06,"yes",0,0,1,0
"Tank Beat","Strategy","Midas Interactive Entertainment",0.03,"yes",0.333333333333333,0.333333333333333,0,0
"Tank! Tank! Tank!","Action","Namco Bandai Games",0.07,"yes",0.285714285714286,0.142857142857143,0.714285714285714,0
"Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu","Adventure","Arc System Works",0.01,"yes",0,0,1,0
"Tantei Jinguuji Saburo DS: Kienai Kokoro","Adventure","Arc System Works",0.03,"yes",0,0,1,0
"Tantei Jinguuji Saburo: Hai to Diamond","Adventure","Arc System Works",0.01,"yes",0,0,1,0
"Tantei Opera: Milky Holmes","Adventure","Unknown",0.02,"yes",0,0,1,0
"Tao Adventure: Curse Demon","Role-Playing","Konami Digital Entertainment",0.04,"yes",0.75,0,0,0
"Tao Feng: Fist of the Lotus","Fighting","Microsoft Game Studios",0.27,"yes",0.777777777777778,0.222222222222222,0,0.037037037037037
"Target: Terror","Shooter","Konami Digital Entertainment",0.07,"yes",0.857142857142857,0,0,0.142857142857143
"Tatsunoko vs. Capcom: Cross Generation of Heroes","Fighting","Capcom",0.1,"yes",0,0,1,0
"Tatsunoko vs. Capcom: Ultimate All-Stars","Fighting","Capcom",0.55,"yes",0.581818181818182,0.290909090909091,0.0545454545454545,0.0909090909090909
"Taz Wanted","Platform","Atari",0.31,"no",0.612903225806452,0.32258064516129,0,0.0645161290322581
"Team Elimination Games","Misc","Ubisoft",0.09,"yes",0.888888888888889,0,0,0.111111111111111
"Tear Ring Saga Yutona Eiyuu Senki","Role-Playing","Enterbrain",0.39,"yes",0,0,0.948717948717949,0.0769230769230769
"Tearaway","Adventure","Sony Computer Entertainment Europe",0.75,"yes",0.226666666666667,0.52,0,0.253333333333333
"Tearaway Unfolded","Platform","Sony Computer Entertainment",0.25,"yes",0.36,0.48,0,0.16
"Tears to Tiara Anecdotes: The Secret of Avalon","Strategy","Aqua Plus",0.04,"yes",0,0,1,0
"Tears to Tiara II: Heir of the Overlord","Role-Playing","Nippon Ichi Software",0.15,"yes",0.466666666666667,0.133333333333333,0.4,0.0666666666666667
"Tears to Tiara: Garland of the Earth","Strategy","Aqua Plus",0.08,"yes",0,0,1,0
"Tears to Tiara: Kakan no Daichi Portable","Adventure","Aqua Plus",0.01,"yes",0,0,1,0
"Technic Beat","Misc","Arika",0.02,"yes",0.5,0.5,0,0
"Tecmo Bowl: Kickoff","Sports","Tecmo Koei",0.12,"yes",0.916666666666667,0,0,0.0833333333333333
"Tecmo Classic Arcade","Misc","Microsoft Game Studios",0.06,"yes",0.833333333333333,0.166666666666667,0,0
"Tecmo Super Bowl","Sports","Tecmo Koei",0.12,"yes",0.5,0.333333333333333,0,0.0833333333333333
"Tecmo's Deception","Role-Playing","Sunsoft",0.07,"yes",0.571428571428571,0.428571428571428,0,0
"Teddy Together","Simulation","Nintendo",0.02,"yes",0,1,0,0
"Teen Titans","Action","THQ",0.58,"no",0.637931034482759,0.293103448275862,0,0.0689655172413793
"Teen Titans","Action","Unknown",0.17,"yes",0.764705882352941,0.294117647058824,0,0
"Teenage Mutant Ninja Turtles","Action","Konami Digital Entertainment",1.57,"no",0.592356687898089,0.312101910828025,0,0.089171974522293
"Teenage Mutant Ninja Turtles","Action","Palcom",4.17,"yes",0.810551558752998,0.105515587529976,0.0743405275779376,0.00959232613908873
"Teenage Mutant Ninja Turtles","Action","Unknown",0.93,"yes",0.720430107526882,0.268817204301075,0,0.021505376344086
"Teenage Mutant Ninja Turtles (3DS)","Action","Activision",0.01,"yes",1,0,0,0
"Teenage Mutant Ninja Turtles 2: Battle Nexus","Action","Konami Digital Entertainment",1.08,"no",0.648148148148148,0.305555555555556,0,0.0740740740740741
"Teenage Mutant Ninja Turtles 3: Mutant Nightmare","Action","Konami Digital Entertainment",0.42,"no",0.642857142857143,0.261904761904762,0,0.0714285714285714
"Teenage Mutant Ninja Turtles Double Pack","Action","Konami Digital Entertainment",0.02,"yes",0.5,0,0,0
"Teenage Mutant Ninja Turtles II: Back from the Sewers","Action","Konami Digital Entertainment",0.06,"yes",0,0,1,0
"Teenage Mutant Ninja Turtles II: The Arcade Game","Action","Konami Digital Entertainment",2.23,"yes",0.780269058295964,0.112107623318386,0.0941704035874439,0.0134529147982063
"Teenage Mutant Ninja Turtles III: The Manhattan Project","Action","Konami Digital Entertainment",1.39,"yes",0.755395683453237,0.122302158273381,0.107913669064748,0.0143884892086331
"Teenage Mutant Ninja Turtles: Arcade Attack","Action","Ubisoft",0.13,"yes",0.923076923076923,0,0,0.0769230769230769
"Teenage Mutant Ninja Turtles: Danger of the Ooze","Adventure","Activision",0.62,"no",0.483870967741935,0.387096774193548,0,0.129032258064516
"Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1","Misc","N/A",0.17,"yes",0.705882352941176,0.235294117647059,0,0
"Teenage Mutant Ninja Turtles: Mutants in Manhattan","Action","Activision",0.18,"no",0.444444444444444,0.444444444444444,0,0.111111111111111
"Teenage Mutant Ninja Turtles: Smash-Up","Fighting","Ubisoft",0.57,"no",0.771929824561404,0.140350877192982,0,0.105263157894737
"Teenage Mutant Ninja Turtles: Tournament Fighters","Fighting","Konami Digital Entertainment",0.13,"no",0.307692307692308,0.0769230769230769,0.615384615384615,0
"Teenage Zombies: Invasion of the Alien Brain Thingys","Adventure","Ignition Entertainment",0.04,"yes",0.75,0,0,0
"Tegami Bachi: Kokoro Tsumugu Mono e","Role-Playing","Konami Digital Entertainment",0.02,"yes",0,0,1,0
"Tekken","Fighting","Sony Computer Entertainment",3.24,"yes",0.29320987654321,0.401234567901235,0.237654320987654,0.0679012345679012
"Tekken 2","Fighting","Sony Computer Entertainment",5.74,"yes",0.393728222996516,0.329268292682927,0.236933797909408,0.0400696864111498
"Tekken 3","Fighting","Sony Computer Entertainment",7.16,"yes",0.456703910614525,0.310055865921788,0.195530726256983,0.0405027932960894
"Tekken 3D: Prime Edition","Fighting","Nintendo",0.2,"yes",0.3,0.4,0.25,0.05
"Tekken 4","Fighting","Namco Bandai Games",3.44,"yes",0.450581395348837,0.369186046511628,0.0959302325581395,0.0843023255813953
"Tekken 5","Fighting","Namco Bandai Games",3.87,"yes",0.24031007751938,0.501291989664083,0.0801033591731266,0.180878552971576
"Tekken 6","Fighting","Namco Bandai Games",4.41,"no",0.467120181405896,0.326530612244898,0.072562358276644,0.133786848072562
"Tekken Advance","Fighting","Infogrames",0.45,"yes",0.711111111111111,0.266666666666667,0,0.0222222222222222
"Tekken Tag Tournament","Fighting","Namco Bandai Games",4.05,"yes",0.414814814814815,0.37283950617284,0.125925925925926,0.0864197530864197
"Tekken Tag Tournament 2","Fighting","Namco Bandai Games",1.42,"no",0.394366197183099,0.366197183098592,0.105633802816901,0.126760563380282
"Tempest 3X","Shooter","Interplay",0.08,"yes",0.5,0.375,0,0.125
"Ten Pin Alley 2","Sports","XS Games",0.03,"no",1,0,0,0
"Tenchi Muyou! Ryoukouki Gokuraku","Adventure","Yumedia",0.06,"yes",0,0,1,0
"Tenchu 2: Birth of the Stealth Assassins","Action","Activision",0.58,"yes",0.551724137931035,0.379310344827586,0,0.0689655172413793
"Tenchu San Portable","Action","From Software",0.01,"yes",0,0,1,0
"Tenchu Z","Action","Microsoft Game Studios",0.34,"yes",0.794117647058823,0.0588235294117647,0.0588235294117647,0.0882352941176471
"Tenchu: Dark Secret","Action","From Software",0.05,"yes",0.6,0,0.2,0
"Tenchu: Fatal Shadows","Action","Sega",0.19,"yes",0.473684210526316,0.368421052631579,0,0.105263157894737
"Tenchu: Return From Darkness","Action","Activision",0.21,"yes",0.761904761904762,0.238095238095238,0,0.0476190476190476
"Tenchu: Shadow Assassins","Action","Ubisoft",0.34,"no",0.558823529411765,0.117647058823529,0.235294117647059,0.0882352941176471
"Tenchu: Stealth Assassins","Action","Activision",1.99,"yes",0.477386934673367,0.321608040201005,0.135678391959799,0.0653266331658292
"Tenchu: Wrath of Heaven","Action","Activision",1.14,"yes",0.385964912280702,0.298245614035088,0.219298245614035,0.0964912280701754
"Tengai Makyo: Dai Yon no Mokushiroku","Role-Playing","Hudson Soft",0.01,"yes",0,0,1,0
"Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV","Role-Playing","Hudson Soft",0.26,"yes",0,0,1,0
"Tengen Toppa Gurren-Lagann","Action","Konami Digital Entertainment",0.02,"yes",0,0,1,0
"Tenjin Ranman: Happy GO Lucky!!","Adventure","Russel",0.01,"yes",0,0,1,0
"Tenka-bito","Strategy","Sega",0.03,"yes",0,0,1,0
"Tenkai Knights: Brave Battle","Action","Namco Bandai Games",0.02,"yes",0.5,0.5,0,0
"Tenkaichi * Sengoku Lovers","Adventure","Rocket Company",0.03,"yes",0,0,1,0
"Tennis","Sports","Nintendo",4.16,"no",0.295673076923077,0.0985576923076923,0.591346153846154,0.0144230769230769
"Tennis Masters Series 2003","Sports","Microids",0.04,"yes",0.75,0.25,0,0
"Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion","Sports","Konami Digital Entertainment",0.08,"yes",0,0,1,0
"Tennis no Oji-Sama: 2005 Crystal Drive","Sports","Konami Digital Entertainment",0.05,"yes",0,0,1,0
"Tennis no Oji-Sama: Aim at The Victory!","Sports","Konami Digital Entertainment",0.14,"yes",0,0,1,0
"Tennis no Oji-Sama: Card Hunter","Strategy","Konami Digital Entertainment",0.02,"yes",0,0,1,0
"Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic","Adventure","Konami Digital Entertainment",0.04,"yes",0,0,1,0
"Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret","Sports","Konami Digital Entertainment",0.04,"yes",0,0,1,0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!","Sports","Konami Digital Entertainment",0.01,"yes",0,0,1,0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!","Sports","Konami Digital Entertainment",0.06,"yes",0,0,1,0
"Tennis no Oji-Sama: Driving Smash! Side King","Sports","Konami Digital Entertainment",0.02,"yes",0,0,1,0
"Tennis no Oji-Sama: Genius Boys Academy","Sports","Konami Digital Entertainment",0.25,"yes",0,0,0.96,0.04
"Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition","Sports","Konami Digital Entertainment",0.1,"yes",0,0,1,0
"Tenshou Gakuen Gekkouroku","Adventure","Asmik Ace Entertainment",0.04,"yes",0,0,1,0
"Terminator 3: Rise of the Machines","Action","Atari",0.78,"no",0.551282051282051,0.346153846153846,0,0.102564102564103
"Terminator 3: The Redemption","Shooter","Atari",0.25,"no",0.6,0.28,0,0.08
"Terminator Salvation","Shooter","Warner Bros. Interactive Entertainment",0.89,"no",0.292134831460674,0.528089887640449,0.0112359550561798,0.168539325842697
"Terranigma","Role-Playing","Nintendo",0.09,"yes",0,0,1,0
"Terraria","Action","505 Games",1.42,"no",0.295774647887324,0.5,0.0985915492957746,0.0985915492957747
"Terraria","Action","Screenlife",0.11,"yes",0,0.0909090909090909,0.818181818181818,0
"Terraria","Action","Unknown",0.15,"yes",0,0.866666666666667,0,0.133333333333333
"Teslagrad","Platform","Rain Games",0.01,"yes",0,1,0,0
"Test Drive","Racing","Atari",1.76,"no",0.738636363636364,0.147727272727273,0.00568181818181818,0.113636363636364
"Test Drive 4","Racing","Electronic Arts",1.21,"yes",0.553719008264463,0.380165289256198,0,0.0661157024793388
"Test Drive 5","Racing","Accolade",1.3,"yes",0.807692307692308,0.153846153846154,0,0.0384615384615385
"Test Drive 6","Racing","Atari",0.72,"yes",0.555555555555556,0.375,0,0.0694444444444444
"Test Drive Le Mans","Racing","Infogrames",0.05,"yes",0.6,0.4,0,0
"Test Drive Off-Road Wide Open","Racing","Infogrames",0.18,"yes",0.833333333333333,0.166666666666667,0,0.0555555555555556
"Test Drive Unlimited","Racing","Atari",0.85,"no",0.364705882352941,0.4,0.0235294117647059,0.211764705882353
"Test Drive Unlimited 2","Racing","Atari",1.53,"no",0.333333333333333,0.509803921568627,0.0065359477124183,0.143790849673203
"Test Drive: Eve of Destruction","Racing","Atari",0.32,"no",0.5625,0.34375,0,0.09375
"Test Drive: Ferrari Legends","Racing","Atari",0.05,"yes",0.8,0,0,0
"Test Drive: Ferrari Legends","Racing","Unknown",0.04,"yes",1,0,0,0
"Test Drive: Off Road","Racing","Eidos Interactive",1.16,"yes",0.560344827586207,0.379310344827586,0,0.0689655172413793
"Tetris","Puzzle","Nintendo",35.84,"no",0.730189732142857,0.0823102678571428,0.168247767857143,0.0192522321428571
"Tetris 2","Puzzle","Nintendo",0.98,"yes",0.63265306122449,0.13265306122449,0.214285714285714,0.0204081632653061
"Tetris 2 (All region sales)","Puzzle","Nintendo",1.24,"yes",0.451612903225806,0.17741935483871,0.346774193548387,0.0241935483870968
"Tetris 2 (weekly jp sales)","Puzzle","Nintendo",0.23,"yes",0,0,1,0
"Tetris 2 + Bombliss","Puzzle","BPS",0.32,"yes",0,0,1,0
"Tetris Attack","Puzzle","Nintendo",0.38,"no",0,0,1,0
"Tetris Axis","Puzzle","Tetris Online",0.43,"yes",0.465116279069767,0.302325581395349,0.13953488372093,0.0697674418604651
"Tetris DS","Puzzle","Nintendo",2.13,"yes",0.300469483568075,0.0328638497652582,0.633802816901408,0.0375586854460094
"Tetris DX","Puzzle","Nintendo",1.93,"yes",0.549222797927461,0.310880829015544,0.103626943005181,0.0362694300518135
"Tetris Evolution","Puzzle","THQ",0.11,"yes",0.727272727272727,0.181818181818182,0,0.0909090909090909
"Tetris Party Deluxe","Puzzle","Nintendo",1.36,"no",0.463235294117647,0.345588235294118,0.102941176470588,0.0882352941176471
"Tetris Plus","Puzzle","JVC",2.4,"yes",0.875,0.1,0,0.0291666666666667
"Tetris Ultimate","Puzzle","Ubisoft",0.01,"yes",0,1,0,0
"Tetris Worlds","Puzzle","THQ",4.01,"no",0.630922693266833,0.28428927680798,0,0.084788029925187
"Tetris Worlds (Online Edition)","Puzzle","THQ",0.2,"yes",0.75,0.2,0,0.05
"Tetrisphere","Puzzle","Nintendo",0.36,"yes",0.805555555555556,0.166666666666667,0,0
"Texas Hold 'Em Poker","Misc","Majesco Entertainment",0.61,"yes",0.721311475409836,0.262295081967213,0,0.0163934426229508
"Texas Hold 'Em Poker DS","Misc","Majesco Entertainment",0.04,"yes",0.75,0,0,0
"That's So Raven","Adventure","Disney Interactive Studios",0.76,"yes",0.710526315789474,0.263157894736842,0,0.0131578947368421
"That's So Raven 2: Supernatural Style","Adventure","Disney Interactive Studios",0.52,"yes",0.711538461538461,0.269230769230769,0,0.0192307692307692
"That's So Raven: Psychic on the Scene","Adventure","Disney Interactive Studios",0.24,"yes",0.958333333333333,0,0,0.0833333333333333
"The $1 Pyramid","Misc","Ubisoft",0.09,"yes",0.888888888888889,0,0,0.111111111111111
"The 3rd Birthday","Role-Playing","Square Enix",0.51,"yes",0.254901960784314,0.137254901960784,0.529411764705882,0.0980392156862745
"The 7th Guest","Adventure","Virgin Interactive",0.78,"yes",0.0128205128205128,0.987179487179487,0,0
"The Activision Decathlon","Sports","Activision",0.55,"yes",0.945454545454545,0.0545454545454545,0,0.0181818181818182
"The Adventures of Cookie & Cream","Puzzle","Empire Interactive",0.18,"yes",0.5,0.388888888888889,0,0.111111111111111
"The Adventures of Darwin","Strategy","Essential Games",0.04,"yes",0.25,0,0.75,0
"The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron","Action","THQ",0.26,"yes",0.730769230769231,0.269230769230769,0,0
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","Action","THQ",1.28,"no",0.640625,0.296875,0,0.0625
"The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","Action","THQ",0.88,"no",0.625,0.306818181818182,0,0.0681818181818182
"The Adventures of Lomax","Platform","Psygnosis",0.03,"yes",0.333333333333333,0.333333333333333,0,0
"The Adventures of Tintin: The Game","Action","Ubisoft",1.01,"no",0.306930693069307,0.554455445544555,0,0.138613861386139
"The Amazing Race","Misc","Ubisoft",0.14,"yes",0.928571428571428,0,0,0.0714285714285714
"The Amazing Spider-Man (Console Version)","Action","Activision",2.23,"no",0.538116591928251,0.345291479820628,0,0.10762331838565
"The Amazing Spider-Man (DS & Mobile Versions)","Action","Eidos Interactive",0.01,"yes",0,1,0,0
"The Amazing Spider-Man 2 (2014)","Action","Activision",1.44,"no",0.375,0.472222222222222,0.0277777777777778,0.125
"The Ant Bully","Platform","Midway Games",0.35,"no",0.714285714285714,0.2,0,0.0571428571428571
"The Awakened Fate Ultimatum","Role-Playing","Nippon Ichi Software",0.02,"yes",0,0,1,0
"The BIGS","Sports","Take-Two Interactive",1.42,"no",0.71830985915493,0.190140845070423,0,0.0774647887323944
"The BIGS 2","Sports","Take-Two Interactive",0.98,"no",0.826530612244898,0.102040816326531,0,0.0918367346938776
"The Bachelor: The Videogame","Misc","Warner Bros. Interactive Entertainment",0.2,"no",0.9,0,0,0.1
